query_id,answer
LfkyBgbFRnCu7FED,bd6b7f384ba0597d f3c565af0e097d97 3b90a430ca9611ed 542d9476c2b9bab1 a933edd27bbae7b5 95ac11abe1598578 d4dfd7371e28b16e ef410f78643ee06c 4fc55fad38b194e0 f3655a2e60b9492a e1bfd544133196c9 904fd814d5d3b0d8 e7a27c6636b8e55a 510b658a0df5fa9f d4930b7e2e63da9f 746bd78359e99963 0aaaff69948c0116 a5972ec56e176e0f 8b85364c2beafb13 ed288d21a86d37ba 953ad12fbef8dae4 1b4bf3635d8ac3df 5ab7bed165ff25ff 5712d80c777721d3 46b170820dda7dec b6c86e4646e3f7df 6797d5114c1af7db cc33903c2d66b5c0 5088fac9f0183210 65a4fab0611b9bc3 24dc730ec959498c 7c84bada3f71cbb2 83a9e7f4f4515145 1e9a337adeb9fe2a 2dad6a999e283789 d4dd1dc2dd45275a b960ca2bbcef6c6f daccc101abb383ee 17963a13dc1b96a3 fd477011ad8a98d6 e85f7c8c8100faf0 bbbfee36c07eb60a 2e9860250a625930 c7ed0837aaf2ff1e 223e9f1a4c343c0d 6c705f6c64353fbb 8234e9de8da18922 0c429f37b6141be5 64a228595e9d825b 13aad4d3927e0b06
YDO8B5CxYSfBmcho,c665c24fec8c7c6c 61a8e4a29d653df3 02d18c36d1b8f415 93c96fb89cc60a32 bb54e2354b95121a 0d43119fe378d2d1 f87c9d46af4b5cf3 08a38c728e6f2eee c2dc912e62409faf 8f64abce63fff905 274e011d051ce3f0 994c631530204941 30bdabffa0373ed1 53119a69883fe053 322302607ee5d822 4a2a885033d7f144 153bc5ba89d5fb45 d6f6b7f6816afe70 65cc192a975aab00 d4509662baf0ffae 7c6f1249520ebdbd 5addcf565479e85b c2ff6e8ee42e4408 dc4c6b898a0131a5 f8327b8a3052f24a d3b26d35acad4e48 aa1f77c85d3b08bc 13aebd11f14884d1 96b01d2488820a44 659789db0bf857e1 22935508b2eef647 a92589bb3b771a56 18dfadded53c8215 6afdfc12e29e22b4 489a2229e795d8cd 7c69df64584b19af 61bfc563a219e69e 2ae867e909b61d0d 7c7095f35fab896a 4a668d1d3314408e 556d2b031688febe 0d06a82c9416077a 7138c93bc69d8ebe 9278d3ee704c4295 da0778e89e2c52e8 7b1c3ee8c509936f b7b8959768fba213 29c44112ad714942 fbafe4b7e6d19c88 2049c224f7df008f
c9OwybZSF6aH0pfu,f0467f6c123e1116 dd23c11bc9702569 95f1fb6cfe96c7de 1a10e2aee4e03bfb 3c7a55aa8f6f4fa7 d6c6967471174daf a7f219e83224664a 15ba1e691b9d528d 2e05f1ac049b6bf6 1915a616c7f591a6 47d28a2a6881d955 28d44e87f26cc0be 0fa9fb3acbfdf5fd 39d05e9ef9715ec9 8c27feafb4e6d3f2 14711c5045b9c63b b329370894700329 488e968acdc2ca6b 917fdb5788d34cd2 0e8061dae45f3a54 371ae486aae99e5e ebae6f180a12aed5 c8be4221bdd912f2 e4f2722d13f35309 d2d18320580bcf1c 1e25e400982da934 131754548e9065c6 d470b5930e75f8f9 ebf4c45450e922ed 14ff17f6ee8c8d94 1fad5701fc8cdfa5 759e646203b87261 56e22aff11b5ff11 3650a9c8127c628f 0cd427e5179939ac 46d8487c5b69e513 75f91854b6695471 74069ebceec5290a c261b79b57168c45 3ae86d29da35ea52 a1fc34551994bfc4 ed6e5725a6f91ebb f6e80ed1f40a3792 39a15e3f8be5841d ee324c9a50e45fdb c43034761e93233f 700baec0b95e1b6f 4afc33ed9582ba14 3f231a20c994c143 32a76004a45057fe
2Sbufc4ECDX3Jw2b,a09a36b4f9dd6b6f f6f573db82d2aa97 d404f5f41c253b00 80b8db7bcba5d94c d5af909839db9198 7c7a5b79d3ac0782 3e707a09fed68228 ba7ca343ce62b168 72affde5aad04e0e ce34eaa0c9e680e4 54c9a17806bc9d29 da387ad939e85efe 3a2fdca47010515b 781dd205c7d11fdd 4063b678963fbec9 d9ee737d5df9b118 0189312f496a440c d7224678fea06aab ce99727cc4de2ac9 c70d87b669dbb521 ab9a2f2c6cedf71c 86a6ce22eb0c19db 36689d386f8c0794 75fa62df8074068d cb67524ddd8408da 323069aeffbb6def fe8b70c7370720d7 a4d69cbd1a0d4e57 668d6f8264b5e72e 584b323d60cfc7df bb7d99d475774813 d0440ab2e69d9e11 fc4ae585b5ce5e8c d4df0552439dcd4a e305023cd2ee670e 76ddf07606dbcfb3 d76d64aaa1c1051a f27aeee338ba4db2 1a8760cc8c8a4816 f382ddb54b71a67c 8c373aa833bffe7c 86c2a32073142b06 89e47693d05defea 49fb5c9cf91af5ad 95f916456b9a12b9 87715f04c5d9b40b fc114a0afd1d8535 55e114414d8da70d 6bc2765afa589232 b5175da577a873a4
acSssDTbypyjxXvR,86af78cfcf05638c fa67e9da4547a7f0 da4931d903005c62 161c0d0ef3c276cc 457c90ce229cce17 6fab9d0b090a514c 615b6529252f480f 01638550bfb8f9c5 7c19fb17eaccd640 b2caccdaac80b85d 6656f4bc962fe7b3 638e5cc66c263713 714aa96f1935dad7 cbe90330f04520a6 549a06302078a921 574dbcc2878706e9 f01e8f40bc07c2fc 5543eb0ee43f7cf9 f8157e23819c69e0 304a1144ba78bd20 50b76b10ae3f91b0 175523babd70fa18 adee08454d7fabac 56b91d2330fe7392 4ed0e488506f7c64 e65ea1f913ae8dca 135cf6668220d4b4 0026b925936971ac 23a96f0f7b4ca00d ee782f0e0a79602a 619dda4be4640de9 04b170a55ef902fd ac16148adc8b8372 ffecfcbdb76f34e3 ced10956ccb079b0 45e3ec056a539366 0c5853a21b3f1b19 cb33a801d2f53a2a b4d5e21e86d6f5e5 523a6624ebb67a28 7bf5a8eba77b3c59 f6ebdc0c132926b2 68abfd39ff4bc04b bff0676b737bfd17 7bdb5971d7c914c2 97511643ebeaca18 5d01532b65a5538a 9dadd278eaee83ca 87683c1615a86e46 b98e9f2aaa4215ba
SNPn4RcfCpCC8MvU,5561ebe7e5059f73 14334527092dccfd a26782c771685dfa 4b798d75f3d2caa2 d2181793c00a9563 5f654a918aa2d94f 1a1853004962c0dd c068fd7a9038ab13 8a21f19648aab693 1ec514536a0c9839 aeee13952fe557bd fd11b6578ff264d8 f2ee964664fe39c2 af7cf0bc55d6ad0c 24fd7cbe9cdc877e 39d9b46c4671f5b5 93b460d83429a739 e9acef134de08c86 9d0414367c065910 e8dfee9f37e2bb37 91499b92545a8b96 8db441b040d60ded 06c83ed6d0db4a96 d2fc6d75308948e3 0a5e311f503bf9e3 deece019d296652f ac05920da1527256 a52c67814ca71af7 5610f7170623fdfe a4833687d275f4c2 001148bb0abb88b2 17570e3d1833cd90 8862e79d27ca4047 7ecf59f39c6069c1 ca0ed26e7b9a1574 8d96effc7ae2686a 28c69bb2bc63e2b3 628a066adc77f85c 57aa8dd25729c708 27ddad1ce93fd5df 97aea19b101b986c 7a8877b4d6546d0e 18b3ff272f56231c 6fb173ab154ad13a a440bb8c6771acb0 10093ef49c3339eb beb9121a7febf213 d83c70149d45e306 f5fd50ed0bf101e3 c79c9d1efd0039ac
NVt38QBkVpztV75E,d9f683c9f3aefc2f 019fd265b4f747d8 7658c1e4d546efa4 fb78cf06845278fa 5ce007d64d2615a7 2d54e5d8b035329c 7e009eb3739f8956 2041c638eb87b7d1 014703fe2f3f99f2 fcb16267a635b1fd 60b7497882c8367a abde47d80ece2436 54777c5736db8034 1258412e3be4b60f 37c14268259607b2 fb2cfd6b0edcabb8 3ced586ef30a2b42 69c0f68a5e197f44 85b9c347f184eca2 3b83649ecde8ba13 74b6782dd3ea0a83 86aabf84f72e763a 428e4f774eaa12a8 da738d1cebabc2b6 2fb25c5bcddc982f 303578ce4163a788 1d53b835d7faf941 60afc1003a098197 cd96d43fbc82cc98 89beeb73c61124e1 dc230be9a705be28 8716767b9172747b f4865890734306b7 b84c086433870ce9 8e6835479cecc9fe b8f2343a1c174d0f ba831f874755b44d 5224f174aa2eb6f5 0c3d2730217cae0a e4460e498c1f9da7 3d29c28e9051ed17 85f02a74eb9ba560 49eaac436ff806aa 8b04b9c991176682 d36948ce17af57c1 48287e8dacf0b681 7776efc3d0ae7932 061fa71b7175bc78 cbd97d66303ae38c 848bb3b9e9a50af8
rMDpnU6ZV7u1sS8t,b91d5ddeabba773a cde39770334b52fe f9514405c76f7b71 c07b4b61f328ed65 c9ce5217791ae682 b5b01107aa6b7b38 62a454659d6d7efb 2398a86988bb575e 50643a363249eade 66b1a4ef0aa73779 d5b402702f6d2fb0 9beb690cb91fdd9c 921a0022ea22c7a3 d15a3c9f01ff0b15 9c4c3bb91e4fc02f 28e7d003f0f428e0 a0d6530da40cc22c 75cd603cacc4627e a1f165bd3ec5da15 bc093268d82546fe 91fa1811843c94b6 b758dc353e81a36c 1b28fcc32e5de2e0 1951f6e61caffb64 f27da82a6fba19dd 5a6158ffb77453fd f3915e094d480364 e0e5623559bf6adc e65695df52c380e2 a0759d18d1f10c1e 585e1faf5df8952c a5529d0be44180cc a9988844ddf6d29f ea991830ca8266f0 9e35b0a62ebbb78c 4cc88b6b7802439a c7dda7c536bd62a7 24ac884d15d02bc2 a6398e1e2c53e283 1235b7456aec84cc 1f9cdba4f3ec336b 28072ef376883362 0c038575afe39dc2 dcef1df10a40567d 2474730f7f22d88a e683ae9df1951bc9 ed0dbb98641db236 a5010842047cec17 2a7fe70f42212f03 bc96d86353445733
rWS4HLsapnqjSUIP,d5eb930715e93d14 8278f2ccd5daa420 3663758c98343fb0 69653e84937b904f 83027fdc495b7ac8 5ee6018b45032c01 0d2589ed543d9604 ab8f1c2c140e2ae7 2fa91ea43d0a31bc b1a480d507a0bbf1 30301663fcc4fcec 0aaffcacf9fd44bb c631ca503d6a9877 a2b228fd11f9aedc 76b7be6abf82e58f 935ad45dc3493a09 d8d7472c07d5dd29 9b2189268420b4f1 f0a7078811c4ff25 e5759264299f50cb e1843af50292c9ec 3f2f03d13106bdb3 a8dbe319d6db2afe 3fd67e1f805cae69 85b4f77dd212238e e4097eee9ca04458 04f713f7d9414ada 8066f5b513de28a7 2a7463c1d0cadf34 9cc70d2d8df38145 8b33c673093963bf 833dec9469b242e8 4020b2bfb3a67065 ab0d26a2fd6d953d 99fb6f2ddeb1fd52 a8d5617f79961894 43c7067a47df583b e257002148b934dd 46446c0229eb6812 bfe6021f21a7d1a0 f4551f843e1e4825 c6a82da3bf79a9c8 99e4d9524132b1b6 8df126afeca1e6e2 97125c4ec0c96a7a b4eba030622ecc1c 1eefc82e6f2d2612 292c8f2bfc7e59a0 7a653d5b6d29784b 69615b292eb9300a
lKO3W5UCg6nBbuPa,164cd2ea5dd9c038 dd2f2d0e8d162e6e dcfd4734210e29cc a9114baad23a548c 145e8049af5eacef 35cc8d806e272717 67869996df633716 823bf0c71897ae3a f2fec4ee5e0ac5c4 eca9f0b63a95c833 4b17742a367300e4 0263b59966fc8b2d b5acbad5c942e666 837ca6a27b1b035c b5106d993e0555a9 9c1865e15cecfbe1 d2062b004f1efcb1 23b10030d6774131 fc9227bf84631588 7331ff5c62a4f2d3 69f7df463bf54bd9 99b2333767f535b0 219d632e95479049 db1932e662fdb368 e2ccf33db3f3d324 a76ccf5fd18fe7a8 f462b05cad81d48f 2a482650b89e48cc 913aad27086aff7a bb9836d5d8e21a1f a539f11b5d8548b8 19810727bcb2776d 64c099622dca5595 b9087409c5f70697 c2399aaf2148f076 657e2bbcdf9d0578 c55ea68929377780 4c9746158d676eda 50bd6cd741dfd9ea d51ea0f8ffae7ed2 4b1f50923f063205 e65a242a083fb00f 02211504dbccf83b 31e2c517b1ba79ba ee75da212243ac98 e3e86d19695e9998 38a3ed7064fd0e03 beb73b44c50b03c6 fbdc32a134e13f20 6eab05cd5f923a35
nHa07aE9mlA6QTSy,0c12d6afd0e8f394 72e56c2b53b232ca f56fc036ff92e0d5 63171f3c1e849ebe 1e14132899fa7d4f 6e565a8eb2cc4499 e54d46bf12075494 d905ed1407e85d48 1bccd1edc66b9f83 453de58f3a584f7e 83e06c6912ea2bd3 20c3af34e2ae8602 5b03af4b2588092e 64ea5ebac96c7c85 a75546e9e24a219a 19e05966c4b50ce3 67dbe6125bfcbc7b 7a6a0bcbbd27543d b19b1db7fe8eb0ef afa498679cb1fb44 435d60f2407414a8 f5566b4f125c117b e1e0a413ae261e59 8ede82ddeb56dd6a d3b808238ea74c69 764ae72278e31768 14196f19734fa026 2e1c598cc02dba88 417c09fc666dbe09 a94ca5a061d989eb 64b9943c6c615122 b1a2fa84f2efa093 e43896f7522dfb9f ae7e464ed9c2e408 4dcf1b347818ad32 9aed668810a189c1 cff3bd9717611485 f388d24308b7eab7 4eb34d23c1e3e3ba 42413a5a5b86050d 8c8b80eccd5bf9ec 39a3eeddb1e8ad43 e380d3f8206d9bb3 ce23c38fbd11fa36 17f71e764fe9ae8f 1fd8ac0549787aab 3cdba0ebeb73d99d b83d84fc176ef0de 63d7effc92170e82 262ce8b9ea4c28cf
DJpbD3J9dM0PnFU2,4b0140703571a8d6 adcf7fe13c022062 9104cd5c214cc8ed 9b39652be59395b9 93a4769d1c764621 36fe58ae5bf5bad6 fc571fcede20c43a 45f85cb773134af5 30df671e41ccbf0c 24c180ff74af92f5 5e2240546ad61cd2 0e3f1ce2a109e170 38d6d1e9ee619919 5428c3c4516ff950 e6a6768d0b208227 5547137890d03261 5b8d83e656698c55 fdcd699ce98f3d87 10a06c80aeed7f87 de0caae8f163344a a322661829fd8de7 e7703c3b29b39f78 c49e277e678b81ad 21833b9c0c5861d4 e44d786dd3ebbcef 444e80c49912918c f5127b9ef54671fc 70599506eae29c6e 615435f22084e63b c4c6911e6b09c498 992e8cf9a07efc63 38f6feab96dd895e 482388c97704d66d 64e856826283e405 5e33501ccce1827d 11ae6a9b38bdedbb e1e36399cbb20a36 091ccb3d9e594fd9 e097d4e51de4d951 5ef6fc7575b9f649 4fc6845b9c0d04e0 2d8470f61b75713b a77f0b53b110e27b 77c65c166ffcdd08 0c4b800ae91af0f1 d17c74f4fa0e186f d07a5a2ce2dfe37d 01ca89c19ba3bfaa 42447aad3f5b71dd 9769af94f4be72b0
4l4lPKrg9T9eRXDk,d002f9db720490af f81af88bc03dd71b 0de33f7f9e83fa74 7b6fa71a840568b4 2621a3f7ef5bbc58 3e3fbe2caae25902 c001f922a4c87af0 8e619ee44ad2ac08 c3a046be25ac6789 460b86904099db42 8bd12de99530af4a 3da278507df7a753 1ac3ea2bf502a34b bc81cbac6d1480c9 cbd7e504914208f9 786d36624797950e 5367f23db91db9c9 d522ba8bcfbf4386 2111fb65ec2ba6cc f11fba3b5b3f599d 3ca4a7b6d073770c b84c5dc807357897 81cb688a254fff49 05f14b184548244a e3b09bea01acc31e 97c7ba9956ce19a6 1daec2e38874328c ddd1231440846eaf 0c9f26d645c1f91b bbcd30c154b9cd4a a534430436dd7ad7 a3b7ac44c6245f50 4b36a1b5d4cc60ed 3dd7f15b5c394ac6 db8a85594fd1bbdb b4707e3b66f7ad8e e0b848f2f35acc01 5a1f741d578b650b 03a0cb738c634f63 22dfeb8e59caaed8 d304670a8d9c8628 dc1b422a434fbb01 d81aac6d093fba95 9eefea4803ef334f 50b808f9219a7d35 d28f388875dd83d4 b85ff582d8d810b3 bd41d6d6da38505b 3fe80931747036c5 94093bd00ae6a034
ZWKtxHh26j2fWhD0,f2e3978b9fa0998f ba1673f4d168c1bd d339bb48a4c4713d d2984efa9491ad96 a0e5a531b272d88f bc781147df2f6f13 e6053447987e388e 175a16c4a7b243c6 1be8cca09bb41b25 bc0c8a71b1bc6a71 ba143afaa8c89517 22bf11ce7719de00 c8a6442375d1c70e b5ecdaaff35f1dd0 076d8a8dde7aed00 bc553f9fd422aa3a 7b0ea35243548d38 2ac07d1a5c1d2b0a 2848c0799070d13a 9950254675ec99ac b421c24ab0359039 58b36fb7e25c15de 53fe0560cf4e4c30 e0d32e896721428e 3fc9aadfe97a4908 253bc13a19ee845a 6265de08d9c44536 31ff8ec483e880b6 ae2e5a10d80436e8 547b24a95f91d592 7006606d283cef92 ba95c53b16b164d2 3cad315e406120c6 ff95821f7dc590ef c744821eed4a2d8b a61a0773940ed2a1 ea8f7608107184df 80e555f4ed1732e9 5ec180897a9267de e935d3a112be1ea2 45ad9afc5955a666 2a645afa69bc16e7 2211b172bd93ef41 e987ea824cb812b3 6edcbcd8593429be 59fb727a4a114697 39df5b5a3e374e58 96fb4f10a0474fc8 4d54ddb299add16e 13a624f8183c6c58
9rbvkjPtRluPQb3A,c25af24a6ee22387 4e90b60f72efe5f6 9fc74fca6bfc9f8a cd4b2ab1a0c460dd a757f57d976b88dc 16ae6f05bc627661 44672ef7e413ebb7 a7bf44915dd3a627 75e18bf365be3d2b 5fcf8a98fc0e32d8 f958185451b483c0 168cf7993f9564d0 93317c777e82ba8c f7dee555f0937fed 17dd08f712a84764 c72ff89cad4a8d52 8d048926221aaa1b 1a6904d9203138bc d651281b0d11907a fcc717f0b1d5f7d0 e5c0def5175ec853 e2d82ce3c441319e 15c8e3f25b27f5e7 8786a9e6eba5be80 51eb41b1742f2a08 8874280d20692514 d3bbc3c915ef369a 389c5d61a3aeea29 eb99af8ba4fdd529 eee0a8e2fc590f7a 0a12625bcb3fe9f4 18f0514fdc5eff9e e2f979abed05f391 ffccbd0c4730a635 ae0e96d0c6ed226b a72e0879bce4c35e 174a26068a3e8ea2 e70c1d5cb6f00d20 2782f285f59c2263 9db2699ece3289c6 8c808bae1de80e34 f370746bbea4db19 a8505a4ed6b425a0 4c3cea13fe058646 c4629bd6e71afc08 18e1db6386b61783 60244e2825fafe4b c0853dabdb5475fe 44d708a0100689ac 0522ecf10be4fcfb
mXqUMkmsgM5aqECP,9a56f27aa8f4b79f 1db2ac00f7184ad1 602fe53d734cc99e 66df137b7122316b 2d450df22c65ff23 45daaad6aca03e2a 7155da25fd0d5c39 029141a21c94616b 9136f14fa9737beb 0e9d08134d92fc5b 7934a58be6217208 65d4672b75b8377c 566fd277152fa4ad d7cd5be9bcf13224 bb9ef155874a0676 b07f626220230d56 d32690c3dc5ed4d1 05d1af15abbf78c0 488cff8bb8bfc26d 78b365c782ca632a 4d54f44254433213 1d1aeb54c1927559 74523f6e64d3d4bf d2027147e8ec4c21 586e1173717ed707 3ce4e3794c3f4fa6 102cfbb9f2289252 5869b287f6ffdc7a 0f10006db6313a8f b182c400602f4836 670a52ee9f556708 86de5a889c6e0342 64f8566febac73bb 03c3743495dcac7d 8b5e973c5638007f f4f2f56114424360 cf4608839d2a505c dd4f126ab61719be 19706d7501f18fe3 8d4242443996e173 a996bd33087070ed 738e476ff51fd46f 2ea47e30bb954ccb faf1ae4646c06adf e1ad8665d0ac18a1 8e96e3aa61391484 3bf65fa31cd2b675 b45b24cee0680f76 f5188e216e9018aa 2e3768673c651d64
zfkCuKgGgWN7B2Na,ce41911280839658 a05d6ffcf84da309 3019a11ed94a68d4 1ec7ae7f6bc09d36 fec287eb4f8c41da dd7828a3741a07cd 0ba8c0709067908e 153e23d1f6cac67d 59beba61e110f263 a155a85594c59ee4 f5e70596f1a5ea17 5cea8caac158d080 c7b9abb4549ccb7e e1c579a3f6fd607e 8822a05d57a1c427 196a3f112ed82aa9 d1e98c8ef088a29a 27a8587d7dce0cc6 a278e36425c873b1 ae7a329dd15db69b 4f24422fb3bbafe3 612c0265c6f7f5eb 9171ab1ce4266e5b d9e256d079361fc9 007d0de5d13d993d c0c6e3886197bd27 78937b3992884b2e 1aff8a77a768fcbd a35f27dedb283978 32510dc3a2cfd62e 573ea9f814b7726b d427cd10f65bb57d 18b6c1cbc30a896f 3de10994b00981ae 77985058a09bb757 79a1a1df1fb89e2b 83f69235a1b58938 00bfa1f4407d3190 8b11df62eadbc022 a9c70716c6aa74c1 64e90532b30e1b28 9e6eabec90b58b06 0986637b4e2ad9a8 62ec5854e27205e7 8da56afc9f23a0e7 dc9c21af1fe9b542 249aca1b7377d655 c2b6794316371805 7cf39fd22236b359 c31bdbaccc16694f
OKXLERRv8mIo0otx,590825619460038a b8ce9e5ba5a9775a 8de67ba45abbdb0f 9832680928fbbbb4 54ce676d17ca4b2a e66e515d71ec53ae edc6b73b153abfd9 f8981c38c82a2113 92e245a94ad1cab4 680e289902a65d7b 33dc01a1d19bebbd f34afa98f3e7e1ab 06fedd2b67812262 ec99d06045dd6d79 bc9a27c6bc17f625 6d021efd861a3fdf 5f2a211e29829ce5 431e651a668e8dbf 103868fcbbd4fda9 d483811ba7529ca8 535a750c6d349c7e 0b21a2d351792144 c19455a85b849370 99a84815aa102218 1a4254d7e6fada37 d6aa5b480fdf28b3 7a4eee1ba9c4b6bd 3013a01a050f7ecd 3924836ae8a3e327 0337561ec82c5047 f94a63715e19b285 e8bda6f5195c1427 5f465a1e6bea087d cdd8e7525037e46f 26cdf753b4db1711 4f1c54d5e5500077 c5342932c5d95f0a c84ffa36a89ef502 ffc89f1c698ca7e8 5db203be08aba712 3ec08040d5d726bc fc5292d61c82815b 1f4f693fb491b8d6 44611d29cec23fc5 16a68a89c666fb71 cb277f19a8b239bc ccdb4cbb332860b8 bb79858dfdf5abed 51fdcc12cad05a97 adb981be5acae632
Vv1XQWZphYboXvlu,8354af167da692fe b5888318059bab29 336862e590d2d859 3a6aae8b394d62e0 cad2c945ab259274 20a042684ccd1a02 3a5b5dbc86dbad65 f5ba8a30bc99792b 1b2430ed1ec32005 45062e40195e33ed 4f62b1e7e3534696 df5ee0a571fc48a4 30b6c898c5ccb00d a0539841f850a0bf d8346412fcf084c0 7496b2f55de87eae 3e8405ec7dab4ca0 69439ad45b08af70 753565901e354ed3 a58794ce7f4a79fe 1669f04d6454fa4b 10c261a2a24b17b0 de221dfca69d908d 3cbe7a662e3b0ec6 8f57cc27320c393c 029c67182b6050fd 375dbff5556de345 f99daaac9b2c6989 2cda87a8625a2ec9 408fa14fde73d54a cc7e8eb7b23f594d 42c66e94fda5538b b0e6f6a8fd85c589 9cfe307c27605002 9168bc535759ed08 3ae162650204f616 66ae350a8de55385 9fe5322d08029914 c0bf37505653f711 b24c93c28d7bbdc3 7259e0a0b01fe9a0 1d3b2ca7de5c1ccc 38381bfed07c41cd 4173b9025d74e018 ae3b55249e094d22 8ad58e2476e845ed 90cb35dfd197b82a d0b41f28e8b8e63c 753d81a0bfb8100e d1f3e6261577d8b0
xgOZQEnn1FRDS510,36a033f8a461be9f 995afd8ca17d28dd 3ed214d2cb661025 9cd00d1b24775a25 7bddf5fc4a5e48fd 12ff1dc04460a884 7877844122f50ac3 952ee723b0e2151c 9e6600708f5e2572 cb583389656a73a7 2452f31fb93d8962 a4120a1f8c8d9fc7 cb9569483741069a c137f62bac801ba6 979661f7466a25e4 dcd288b52ec072ad 6b4e3883b4bdaf16 891a66bd8bfefe96 bfcdb57775928d5d 1aea6abb4b06f603 71edb307c9a41ac4 c056c5120d2169bc ce91e409168ebeb1 7e0c51a3d4d8f864 0862c1dd11788304 5067c3274a5d532e 17a600304007f4a9 78dbefb1021990c9 314ca7c0e10058e3 10b233a908e73956 804729640c5416af dcd2bea7ed27f0a8 da1052082226ee9e f57ae850545acce3 7328cd4aa110d3fa 14cebe0cebed2785 17f51d75ce08878b d5bc903fee45f6e4 76016ad4ebd70633 a7f4b0edde27dd10 be51bac162586ba2 ce52e317423aaaeb 942b83f673826dd6 82b409e7261e2f83 b6f49f03c81fd8b5 58f0da8a7fb813b3 20bd59d871b1b405 cbc2c2747a8d5706 81da97152dd30aba 66564f46879bfe54
qklTmEl6tzAGlQmM,2e02bf86ddf95d27 54f7d5a8443c407f 84ba7b920f9e497a cab31aff2320495f ead167ffc6f13353 27b10bdd5e1e6c29 639534fb63f6da6c 34235cfb452e3698 7ffa4b27755ef52f 27a93d0e4914e275 e2ae8e71a386b442 32301a505f1a09d3 28817691d7c52558 66dd09290f4c9868 49e99cfad492f2c0 99aab7a8c694effb 5a59f8d324201ea9 9bb5b923a45020f2 9c627599f2ea7809 7afe5f38f315270a 15a59898fe1becb2 c4b7aaa3ac346162 8d4e35f9a38527b6 e0edeab98db31c30 6c969c9664b0177f 8fae4d08d4acbf2c 0398acaed841b037 590ea8aaa696b4d6 b6b80d42d309ea79 82cf25d8e3c1ec09 363d035c647a00e0 a39ef758c09ee162 d8ad0f4a1db2237e 88dee04ec324e1f0 ef07a4040f532982 11bf21deac34183e 99ab39c73b11c137 090f95cb1025a008 1868180a75f9604a 1d2c2fac48a78487 a51438836c4762a3 43763a13753d3857 54e8bd3568f7e2a3 c15feb0f80b0df1c 43dcdfc3e447622c 8bd5c889bcd61e2c 76fdb9647668a47f e74686470becb34a fad62f3d2c6621c4 dded28a6575949dd
bGBh6dl4sAA76YxU,9b5f597cb5d4db37 e01f88b9e000077b b6ce993c3e9acfb9 e7105952c280c0db 8eccb357da663b6f 8528bb206012864d 69e11b1bb65f3fbb ece56210bca8ff82 812ca19d6f2053ec 20f7ffed16a285d4 0e183eeec6ba9785 e7a8cf0d54e8c524 5f5943a775d603f7 5ac1ad2489b72a01 8a627eb7012c79f9 2aba7d15d2677bb8 31747dc9125be777 12e050e603c253cd 47d2fe1dfa574bcb 8bca5930582eea4c 00cef5603ac75900 0b09b6da1a60e3dc 78c63d02d06ec5a9 97a6fd9ce05cb4e3 8834d1f65ff49893 ff8b8004c979d185 719692ae8c3024e1 327550d1eefe35e6 cdac781d994254a7 50e4e229e63cac7f 8e7bf15958e50da0 4c8dbae81ab71fa9 b14370a2c0d2ec98 eaf227a0cb66091c 263d86d825ea1787 b05fe3b7b9cbbc73 1c2125c891361f22 2d9d09c7f602f6c8 1b70197f7867bca5 e11549d67077e892 58389ec9b7d8f44d 23262c848d8149ac 2ecd7ea73673d368 5732d704efba6fbc 78d2e08f20b833ef 54dca1e793949a0a 5a4aaf9c5b00e009 6b5c44c534083524 fdead50ada89d21c fc5116472affe2ba
WAOABkAjwvWvceJd,4aeec6e0bb35d4b2 d669f24971ff6709 afc5655fa94effb4 8193f26dbe0c7760 57850fa54e8c11d7 f8faec6a6f4fc9a4 e11f8b3e2d66e5f9 a912303a00c4eafd f4f93747fe6cbe3d 374817f2830c0436 c186a9ef78c80794 c82825c2831b17f5 ea6fd64741609544 d6bdc2af4c72f4d3 8eb6e9fb6049602e 45a7293fdade1894 ca5c4800cf3f9a73 04093b2837b022d8 4c3e9fab95915b2a 4818d519943b8a74 6521eca6aca9b885 2e098ed517ba212c fca06078435a2455 ce4e9f904096a6dd 6ff036f59bbac0f8 cf57272b430761af 5f5a59df17b7b0e1 b946961e806947b1 a277005859747f72 045653e2253659fd acaac2029c44fcb7 0246eb5fa1f34d49 b99cfe655e928260 810916def4886930 2b5f226a3fc5ae99 922c64d9e1b99dd4 e57db22572bf3c27 0fe60168f778ba2d 33320f776a31cae2 a02cd4a267ab6553 5cb9c2e1a1bf55bf b2cb1db5b6033ad0 54e88f847ecbe989 3321a6bd8ba5e442 141e3e5e17056d19 34370c0eea2f985a 73bf1777111f17ce a599ec2c2e126e64 71096bd5134056a6 9b1b479ebcf79c74
